0 , 0.11 , 0.104515 , 
20 , 0.31 , 0.334348 , 
40 , 0.46 , 0.402841 , 
60 , 0.48 , 0.444952 , 
80 , 0.41 , 0.468798 , 
100 , 0.49 , 0.534754 , 
120 , 0.58 , 0.553019 , 
140 , 0.57 , 0.547438 , 
160 , 0.48 , 0.521563 , 
180 , 0.53 , 0.576357 , 
200 , 0.52 , 0.607306 , 
220 , 0.71 , 0.576357 , 
240 , 0.63 , 0.565195 , 
260 , 0.58 , 0.598173 , 
280 , 0.55 , 0.579909 , 
300 , 0.63 , 0.572806 , 
320 , 0.6 , 0.574835 , 
340 , 0.61 , 0.618975 , 
360 , 0.64 , 0.619483 , 
380 , 0.7 , 0.5931 , 
400 , 0.6 , 0.603247 , 
420 , 0.72 , 0.632166 , 
440 , 0.5 , 0.610857 , 
460 , 0.64 , 0.619483 , 
480 , 0.64 , 0.60274 , 
500 , 0.73 , 0.636733 , 
520 , 0.63 , 0.623034 , 
540 , 0.67 , 0.634196 , 
560 , 0.64 , 0.661593 , 
580 , 0.71 , 0.659056 , 
600 , 0.62 , 0.658549 , 
620 , 0.73 , 0.669203 , 
640 , 0.64 , 0.64485 , 
660 , 0.63 , 0.648909 , 
680 , 0.63 , 0.659056 , 
700 , 0.59 , 0.682395 , 
720 , 0.66 , 0.660071 , 
740 , 0.64 , 0.667174 , 
760 , 0.65 , 0.68899 , 
780 , 0.66 , 0.679858 , 
800 , 0.69 , 0.669203 , 
820 , 0.67 , 0.686454 , 
840 , 0.78 , 0.686961 , 
860 , 0.69 , 0.693049 , 
880 , 0.68 , 0.695586 , 
900 , 0.59 , 0.69863 , 
920 , 0.75 , 0.695586 , 
940 , 0.75 , 0.698123 , 
960 , 0.68 , 0.696601 , 
980 , 0.73 , 0.697108 , 
1000 , 0.64 , 0.701674 , 
1020 , 0.74 , 0.714866 , 
1040 , 0.8 , 0.711314 , 
1060 , 0.68 , 0.706748 , 
1080 , 0.77 , 0.705733 , 
1100 , 0.8 , 0.704718 , 
1120 , 0.74 , 0.696601 , 
1140 , 0.69 , 0.717402 , 
1160 , 0.73 , 0.708777 , 
1180 , 0.73 , 0.701674 , 
1200 , 0.76 , 0.717402 , 
1220 , 0.68 , 0.710299 , 
1240 , 0.65 , 0.67174 , 
1260 , 0.73 , 0.703196 , 
1280 , 0.68 , 0.703704 , 
1300 , 0.75 , 0.712329 , 
1320 , 0.69 , 0.727549 , 
1340 , 0.66 , 0.726535 , 
1360 , 0.72 , 0.707255 , 
1380 , 0.77 , 0.744292 , 
1400 , 0.69 , 0.733638 , 
1420 , 0.75 , 0.721461 , 
1440 , 0.71 , 0.740741 , 
1460 , 0.79 , 0.733638 , 
1480 , 0.76 , 0.714358 , 
1500 , 0.83 , 0.729579 , 
1520 , 0.75 , 0.739219 , 
1540 , 0.77 , 0.728057 , 
1560 , 0.72 , 0.746322 , 
1580 , 0.72 , 0.743785 , 
1600 , 0.74 , 0.740741 , 
1620 , 0.76 , 0.748351 , 
1640 , 0.71 , 0.732116 , 
1660 , 0.73 , 0.727549 , 
1680 , 0.8 , 0.747336 , 
1700 , 0.66 , 0.753932 , 
1720 , 0.8 , 0.745307 , 
